Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option2 name,Option2 value,Option3 name,Option3 value,Price,Price / International,Compare-at price,Compare-at price / International,Cost per item,Charge tax,Tax code,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
Cherry Bomb Beard Oil - 3oz Bottle,cherry-bomb-beard-oil-3oz-bottle,"<h3>Description</h3><p data-children-count=""0""><!--StartFragment-->
</p><p>The Cherry Bomb blend features a blend of sweet cherry, vanilla, and a hint of sandalwood.</p>
<p>So step up your facial hair game and turn that scraggle and scruff into something great.</p>
<!--EndFragment--><p></p><hr><h3>Ingredients</h3><p data-children-count=""0"">Texas Beard Company products are made with all natural ingredients.</p>
<p data-children-count=""0"">Base Oil Blend</p>
<ul data-children-count=""0"">

<li>Golden Jojoba Oil

</li><li>Sweet Almond Oil</li><li>Grapeseed Oil</li><li>Avocado Oil</li></ul>
<p data-children-count=""0""></p><!--StartFragment-->
<p>Essential Oil (Scent) Blend</p>
<ul><li>Cherry Oil</li><li>Vanilla Extract</li><li>Sandalwood Oil</li></ul><ul data-children-count=""0""></ul><hr><h3>Additional Information</h3><p data-children-count=""0""></p><hr><h3>More Details</h3><p data-children-count=""0""></p><hr><h3>Additional Information</h3><p data-children-count=""0""></p>",Texas Beard Company,All Products > Beard Care > Beard Oil & Balm > Beard Oils,Beard Oils,"All Products,Beard Care,Beard Oil & Balm,Beard Oils,Scents,Cherry Bomb,All Products,Beard Care,Beard Oil & Balm,Singles",true,active,oil-cherry-3oz,,Title,Default,,,,,29.99,,,,0.00,true,,shopify,0,deny,13,g,true,manual,/Shared/Images/Product/Cherry-Bomb-Beard-Oil-3oz-Bottle/beard-oil-cherry-bomb-3oz.jpg,1,Cherry Bomb Beard Oil - 3oz Bottle,,false,Cherry Bomb Beard Oil - 3oz Bottle,All Natural Man Made Beard Oil with a subtle natural scent,,,,oil-cherry-3oz,,,new,,,,,,
Pecan Coffee Beard Oil - 3oz Bottle,pecan-coffee-beard-oil-3oz-bottle,"<h3>Description</h3><p data-children-count=""0""><!--StartFragment-->
</p><p>We use our Signature Beard Oil Formula and infuse with Texas Pecan Roasted Coffee beans. Each bottle has a few beans in it after the infusion process to keep the scent alive.</p>
<p>Extensive testing on bearded Texas men NOT animals (although they have been called worse) has resulted in the perfect blend of scents.</p>
<p>So step up your facial hair game and turn that scraggle and scruff into something great.</p>
<!--EndFragment--><p></p><hr><h3>Ingredients</h3><p data-children-count=""0"">Texas Beard Company products are made with all natural ingredients.</p>
<p data-children-count=""0"">Base Oil Blend</p>
<ul data-children-count=""0"">

<li>Golden Jojoba Oil

</li><li>Sweet Almond Oil</li><li>Grapeseed Oil</li><li>Avocado Oil</li></ul>
<p data-children-count=""0""></p><!--StartFragment-->
<p>Essential Oil (Scent) Blend</p>
<ul><li>Roasted Coffee</li><li>Texas Pecan</li></ul><ul data-children-count=""0""></ul><hr><h3>Additional Information</h3><p data-children-count=""0""></p><hr><h3>More Details</h3><p data-children-count=""0""></p><hr><h3>Additional Information</h3><p data-children-count=""0""></p>",Texas Beard Company,All Products > Beard Care > Beard Oil & Balm > Beard Oils,Beard Oils,"All Products,Beard Care,Beard Oil & Balm,Beard Oils,Scents,Pecan Coffee,All Products,Beard Care,Beard Oil & Balm,Singles",true,active,oil-coffee-3oz,,Title,Default,,,,,29.99,,,,0.00,true,,shopify,0,deny,13,g,true,manual,/Shared/Images/Product/Tumbleweed-Beard-Oil-3oz-Bottle/beard-oil-coffee-3oz.jpg,1,Pecan Coffee Beard Oil - 3oz Bottle,,false,Pecan Coffee Beard Oil - 3oz Bottle,All Natural Man Made Beard Oil with a subtle natural scent,,,,oil-coffee-3oz,,,new,,,,,,
Green Belt Beard Oil - 3oz Bottle,green-belt-beard-oil-3oz-bottle,"<h3>Description</h3><p data-children-count=""0""><!--StartFragment-->
</p><p>With essences of Tea Tree, Lime, and Basil, this Green Belt Beard Oil with its wild/soothing/natural scent will make you think you're walking through the trails of Austin's Green Belt.</p>
<p>Extensive testing on bearded Texas men NOT animals (although they have been called worse) has resulted in the perfect blend of scents.</p>
<p>So step up your facial hair game and turn that scraggle and scruff into something great.</p>
<!--EndFragment--><p></p><hr><h3>Ingredients</h3><p data-children-count=""0"">Texas Beard Company products are made with all natural ingredients.</p>
<p data-children-count=""0"">Base Oil Blend</p>
<ul data-children-count=""0"">

<li>Golden Jojoba Oil

</li><li>Sweet Almond Oil</li><li>Grapeseed Oil</li><li>Avocado Oil</li></ul>
<p data-children-count=""0""></p>
<!--StartFragment-->
<p data-children-count=""0"">Essential Oil (Scent) Blend</p>
<ul data-children-count=""0""><li>Tea Trea Oil</li><li>Lime Oil</li><li>Basil Oil</li></ul><hr><h3>Additional Information</h3><p data-children-count=""0""></p><hr><h3>More Details</h3><p data-children-count=""0""></p><hr><h3>Additional Information</h3><p data-children-count=""0""></p>",Texas Beard Company,All Products > Beard Care > Beard Oil & Balm > Beard Oils,Beard Oils,"All Products,Beard Care,Beard Oil & Balm,Beard Oils,Scents,Green Belt,All Products,Beard Care,Beard Oil & Balm,Singles",true,active,oil-bg-3oz,,Title,Default,,,,,29.99,,,,0.00,true,,shopify,0,deny,13,g,true,manual,/Shared/Images/Product/Green-Belt-Beard-Oil-3oz-Bottle/beard-oil-green-belt-3oz.jpg,1,Green Belt Beard Oil - 3oz Bottle,,false,Green Belt Beard Oil - 3oz Bottle,All Natural Man Made Beard Oil with a subtle natural scent,,,,oil-bg-3oz,,,new,,,,,,
Black Pepper Beard Oil,black-pepper-beard-oil,"<h3>Description</h3><p>A blend of Black Pepper and Patchouli makes this a unique blend. A very earthy scent.</p><p>Beard Oil is a combination of all natural oils that help moisturize your beard, keep it healthy, and give off a great scent. The end result is a softer, healthier, shinier (not greasy), and less wild beard. </p><p>This is our original size, 1 fluid ounce. This is enough oil to last most beards 3-4 months with daily use.<br></p><hr><h3>Ingredients</h3><p>Texas Beard Company products are made with all natural ingredients.</p>
<p>Base Oil Blend</p>
<ul>

<li>Golden Jojoba Oil

</li><li>Sweet Almond Oil</li><li>Grapeseed Oil</li><li>Avocado Oil</li></ul>
<p>Essential Oil (Scent) Blend</p>
<ul>

<li>Black Pepper</li><li>Patchouli</li></ul>",Texas Beard Company,All Products > Beard Care > Beard Oil & Balm > Beard Oils,Beard Oils,"All Products,Beard Care,Beard Oil & Balm,Beard Oils,Scents,Black Pepper,All Products,Beard Care,Beard Oil & Balm,Singles",true,active,oil-black-pepper,,Title,Default,,,,,15.99,,,,0.00,true,,shopify,0,deny,6,g,true,manual,/Shared/Images/Product/Black-Pepper-Beard-Oil/beard-oil-black-pepper-dropper.jpg,1,Black Pepper Beard Oil,,false,Black Pepper Beard Oil,All Natural Man Made Beard Oil with a subtle natural scent,,,,oil-black-pepper,,,new,,,,,,
Smoke House Beard Oil,smoke-house-beard-oil,"<h3>Description</h3><p data-children-count=""0"">Smoke House Beard Oil is our traditional beard oil recipe&nbsp;literally smoked in a cast iron dutch oven&nbsp;on my own personal smoker... one batch at a time.</p>
<p data-children-count=""0"">Beard Oil is a combination of all natural oils that help moisturize your beard, keep it healthy, and give off a great scent. The end result is a softer, healthier, shinier (not greasy), and less wild beard.</p>
<p data-children-count=""0"">This is our original size, 1 fluid ounce. This is enough oil to last most beards 3-4 months with daily use.</p><hr><h3>Ingredients</h3><p data-children-count=""0"">Texas Beard Company products are made with all natural ingredients.</p>
<p data-children-count=""0"">Base Oil Blend</p>
<ul data-children-count=""0"">

<li>Golden Jojoba Oil

</li><li>Sweet Almond Oil</li><li>Grapeseed Oil</li><li>Avocado Oil</li></ul><p>Other Ingredients</p>
<ul><li>Natural Smoke</li></ul>
<p data-children-count=""0"">Essential Oil (Scent) Blend</p>
<ul data-children-count=""0"">

<li>none</li></ul>",Texas Beard Company,All Products > Beard Care > Beard Oil & Balm > Beard Oils,Beard Oils,"All Products,Beard Care,Beard Oil & Balm,Beard Oils,Scents,Smoke House,All Products,Beard Care,Beard Oil & Balm,Singles",true,active,oil-smoke,,Title,Default,,,,,15.99,,,,0.00,true,,shopify,0,deny,6,g,true,manual,/Shared/Images/Product/Smoke-House-Beard-Oil/beard-oil-smoke-house.jpg,1,Smoke House Beard Oil,,false,Smoke House Beard Oil,All Natural Man Made Beard Oil with a subtle natural scent,,,,oil-smoke,,,new,,,,,,
Beard Oil/Balm Caddy,beard-oilbalm-caddy,<h3>Description</h3><p>This oil and balm caddy is made to perfectly fit our Texas Beard Company Balm and Oil.</p><p>It is constructed of our signature Walnut and Maple solid wood combo.&nbsp;</p><p>Rubber feet to keep it steady and out of standing water.</p>,,All Products > Beard Kits and Gifts,Beard Kits and Gifts,"All Products,Beard Kits and Gifts",false,draft,caddy,,Title,Default,,,,,19.99,,0.00,,0.00,true,,shopify,0,deny,12,g,true,manual,/shared/images/product/IMG_1134.jpg,1,Beard Oil/Balm Caddy,,false,Beard Oil/Balm Caddy,This oil and balm caddy is made to perfectly fit our Texas Beard Company Balm and Oil.It is constructed of our signature Walnut and Maple solid wood combo.&nbsp;Rubber feet to keep it steady and out of standing water.,,,,,,,new,,,,,,
Mountain High Beard Oil,mountain-high-beard-oil,"<h3>Description</h3><p>Mountain High Beard Oil is our newest beard oil blend. This spruce+spearmint+rosemary blend&nbsp;was inspired by a trip to the Colorado mountains.</p>
<p>

This is our original size, 1 fluid ounce. This is enough oil to last most beards 3-4 months with daily use.

</p><hr><h3>Ingredients</h3><p>Texas Beard Company products are made with all natural ingredients.</p>
<p>Base Oil Blend</p>
<ul>

<li>Golden Jojoba Oil

</li><li>Sweet Almond Oil</li><li>Grapeseed Oil</li><li>Avocado Oil</li></ul>
<p>Essential Oil (Scent) Blend</p>
<ul>

<li>Spruce</li><li>Spearmint</li><li>Rosemary</li></ul>",Texas Beard Company,All Products > Beard Care > Beard Oil & Balm > Beard Oils,Beard Oils,"All Products,Beard Care,Beard Oil & Balm,Beard Oils,Scents,Mountain High,All Products,Beard Care,Beard Oil & Balm,Singles",true,active,oil-mountain,,Title,Default,,,,,15.99,,,,0.00,true,,shopify,0,deny,6,g,true,manual,/Shared/Images/Product/Mountain-High-Beard-Oil/mountain-high-beard-oil.jpg,1,Mountain High Beard Oil,,false,Mountain High Beard Oil,"Mountain High Beard Oil is our newest beard oil blend. This spruce+spearmint+rosemary blend&nbsp;was inspired by a trip to the Colorado mountains.


This is our original size, 1 fluid ounce. This is enough oil to last most beards 3-4 months with daily use.

",,,,oil-mountain,,,new,,,,,,
Mountain High - 1/4oz Trial Beard Oil,mountain-high-14oz-trial-beard-oil,"<h3>Description</h3><p>This is our trial size, 1/4 fluid ounce. This is 1/4 the size of our standard 1oz beard oil.</p>
<p>Mountain High Beard Oil is our newest beard oil blend. This spruce+spearmint+rosemary blend was inspired by a trip to the Colorado mountains.<br></p><hr><h3>Ingredients</h3><p>Texas Beard Company products are made with all natural ingredients.</p>
<p>Base Oil Blend</p>
<ul>

<li>Golden Jojoba Oil

</li><li>Sweet Almond Oil</li><li>Grapeseed Oil</li><li>Avocado Oil</li></ul>
<p>Essential Oil (Scent) Blend</p>
<ul><li>Spruce</li><li>Spearmint</li><li>Rosemary</li></ul><p><br></p><ul>

</ul>",Texas Beard Company,All Products > Beard Care > Beard Oil & Balm > Beard Oils,Beard Oils,"All Products,Beard Care,Beard Oil & Balm,Beard Oils,All Products,Beard Care,Beard Oil & Balm,Beard Oils,Trial Sizes,Scents,Mountain High",true,active,trial-oil-mh,,Title,Default,,,,,4.99,,,,0.00,true,,shopify,0,deny,2,g,true,manual,/Shared/Images/Product/Mountain-High-1-4oz-Trial-Beard-Oil/mountain-high-trial.png,1,Mountain High - 1/4oz Trial Beard Oil,,false,Mountain High - 1/4oz Trial Beard Oil,All Natural Man Made Beard Oil with a subtle natural scent,,,,,,,new,,,,,,
The Royals Beard Oil,the-royals-beard-oil,"<h3>Description</h3><p>The Royals Beard Oil is made with the king and queen of spices:&nbsp;Black Pepper and Cardamom. We round out the scent with Clove. This oil has a smooth, sweet, earthy scent that'll make you feel regal.</p>
<p>Beard Oil is a combination of all natural oils that help moisturize your beard, keep it healthy, and give off a great scent. The end result is a softer, healthier, shinier (not greasy), and less wild beard. </p>
<p>This is our original size, 1 fluid ounce. This is enough oil to last most beards 3-4 months with daily use.<br></p><hr><h3>Ingredients</h3><p>Texas Beard Company products are made with all natural ingredients.</p>
<p>Base Oil Blend</p>
<ul>

<li>Golden Jojoba Oil

</li><li>Sweet Almond Oil</li><li>Grapeseed Oil</li><li>Avocado Oil</li></ul>
<p>Essential Oil (Scent) Blend</p>
<ul>

<li>Black Pepper</li><li>Cardamom</li><li>Clove</li></ul>",Texas Beard Company,All Products > Beard Care > Beard Oil & Balm > Beard Oils,Beard Oils,"All Products,Beard Care,Beard Oil & Balm,Beard Oils,Scents,The Royals,All Products,Beard Care,Beard Oil & Balm,Singles",true,active,oil-royals,,Title,Default,,,,,15.99,,,,0.00,true,,shopify,0,deny,6,g,true,manual,/Shared/Images/Product/The-Royals-Beard-Oil/the-royals-beard-oil.jpg,1,The Royals Beard Oil,,false,The Royals Beard Oil,All Natural Man Made Beard Oil with a subtle natural scent,,,,oil-royals,,,new,,,,,,
The Royals Beard Oil - 3oz,the-royals-beard-oil-3oz,"<h3>Description</h3><p>The Royals Beard Oil is made with the king and queen of spices:&nbsp;Black Pepper and Cardamom. We round out the scent with Clove. This oil has a smooth, sweet, earthy scent that'll make you feel regal.</p>
<p>Beard Oil is a combination of all natural oils that help moisturize your beard, keep it healthy, and give off a great scent. The end result is a softer, healthier, shinier (not greasy), and less wild beard. </p>
<p>This is 3oz  size. This is enough oil to last most beards many months months with daily use.<br></p><hr><h3>Ingredients</h3><p>Texas Beard Company products are made with all natural ingredients.</p>
<p>Base Oil Blend</p>
<ul>

<li>Golden Jojoba Oil

</li><li>Sweet Almond Oil</li><li>Grapeseed Oil</li><li>Avocado Oil</li></ul>
<p>Essential Oil (Scent) Blend</p>
<ul>

<li>Black Pepper</li><li>Cardamom</li><li>Clove</li></ul>",Texas Beard Company,All Products > Beard Care > Beard Oil & Balm > Beard Oils,Beard Oils,"All Products,Beard Care,Beard Oil & Balm,Beard Oils,Scents,The Royals,All Products,Beard Care,Beard Oil & Balm,Singles",true,active,oil-royal-3oz,,Title,Default,,,,,29.99,,,,0.00,true,,shopify,0,deny,13,g,true,manual,/Shared/Images/Product/The-Royals-Beard-Oil-3oz/royals-3oz.jpg,1,The Royals Beard Oil - 3oz,,false,The Royals Beard Oil - 3oz,All Natural Man Made Beard Oil with a subtle natural scent,,,,oil-royal-3oz,,,new,,,,,,
Smoke House - 1/4oz Trial Beard Oil,smoke-house-14oz-trial-beard-oil,"<h3>Description</h3><p>This is our trial size, 1/4 fluid ounce. This is 1/4 the size of our standard 1oz beard oil.</p>
<p data-children-count=""0"">Smoke House Beard Oil is our traditional beard oil recipe&nbsp;literally smoked in a cast iron dutch oven&nbsp;on my own personal smoker... one batch at a time.</p>
<p data-children-count=""0"">Beard Oil is a combination of all natural oils that help moisturize your beard, keep it healthy, and give off a great scent. The end result is a softer, healthier, shinier (not greasy), and less wild beard.</p><hr><h3>Ingredients</h3><p>Texas Beard Company products are made with all natural ingredients.</p>
<p>Base Oil Blend</p>
<ul>

<li>Golden Jojoba Oil

</li><li>Sweet Almond Oil</li><li>Grapeseed Oil</li><li>Avocado Oil</li></ul>
<p>Essential Oil (Scent) Blend</p>
<ul>

<li>none</li></ul>",Texas Beard Company,All Products > Beard Care > Beard Oil & Balm > Beard Oils,Beard Oils,"All Products,Beard Care,Beard Oil & Balm,Beard Oils,All Products,Beard Care,Beard Oil & Balm,Beard Oils,Trial Sizes,Scents,Smoke House",true,active,trial-oil-smoke,,Title,Default,,,,,4.99,,,,0.00,true,,shopify,0,deny,2,g,true,manual,/Shared/Images/Product/Smoke-House-1-4oz-Trial-Beard-Oil/smoke-house-beard-oil-trial.jpg,1,Smoke House - 1/4oz Trial Beard Oil,,false,Smoke House - 1/4oz Trial Beard Oil,All Natural Man Made Beard Oil with a subtle natural scent,,,,,,,new,,,,,,
Black Pepper - 1/4oz Trial Beard Oil,black-pepper-14oz-trial-beard-oil,"<h3>Description</h3><p>This is our trial size, 1/4 fluid ounce. This is 1/4 the size of our standard 1oz beard oil.</p>
<p>A blend of Black Pepper and Patchouli makes this a unique blend. A very earthy scent.</p><p>Beard Oil is a combination of all natural oils that help moisturize your beard, keep it healthy, and give off a great scent. The end result is a softer, healthier, shinier (not greasy), and less wild beard. </p>
<hr><h3>Ingredients</h3><p>Texas Beard Company products are made with all natural ingredients.</p>
<p>Base Oil Blend</p>
<ul>

<li>Golden Jojoba Oil

</li><li>Sweet Almond Oil</li><li>Grapeseed Oil</li><li>Avocado Oil</li></ul>
<p>Essential Oil (Scent) Blend</p>
<ul>

<li>none</li></ul>",Texas Beard Company,All Products > Beard Care > Beard Oil & Balm > Beard Oils,Beard Oils,"All Products,Beard Care,Beard Oil & Balm,Beard Oils,All Products,Beard Care,Beard Oil & Balm,Beard Oils,Trial Sizes,Scents,Black Pepper",true,active,trial-oil-pepper,,Title,Default,,,,,4.99,,,,0.00,true,,shopify,0,deny,2,g,true,manual,/Shared/Images/Product/Black-Pepper-1-4oz-Trial-Beard-Oil-clone/black-pepper-beard-oil-sample.jpg,1,Black Pepper - 1/4oz Trial Beard Oil,,false,Black Pepper - 1/4oz Trial Beard Oil,All Natural Man Made Beard Oil with a subtle natural scent,,,,,,,new,,,,,,
Smoke House Beard Oil - 3oz Bottle,smoke-house-beard-oil-3oz-bottle,"<h3>Description</h3><p></p><p>Smoke House Beard Oil is our traditional beard oil recipe literally smoked in a cast iron dutch oven on my own personal smoker... one batch at a time.</p>
<p>Beard Oil is a combination of all natural oils that help moisturize your beard, keep it healthy, and give off a great scent. The end result is a softer, healthier, shinier (not greasy), and less wild beard.</p><p>This is our 3oz bottle.</p><p></p><hr><h3>Ingredients</h3><p>Texas Beard Company products are made with all natural ingredients.</p>
<p>Base Oil Blend</p>
<ul>

<li>Golden Jojoba Oil

</li><li>Sweet Almond Oil</li><li>Grapeseed Oil</li><li>Avocado Oil</li></ul>
<p>Other Ingredients</p><ul><li>Natural Smoke</li></ul><p>Essential Oil (Scent) Blend</p>
<ul>

<li>none</li></ul>",Texas Beard Company,All Products > Beard Care > Beard Oil & Balm > Beard Oils,Beard Oils,"All Products,Beard Care,Beard Oil & Balm,Beard Oils,Scents,Smoke House,All Products,Beard Care,Beard Oil & Balm,Singles",true,active,oil-smoke-3oz,,Title,Default,,,,,29.99,,,,0.00,true,,shopify,0,deny,13,g,true,manual,/Shared/Images/Product/Smoke-House-Beard-Oil-3oz-Bottle/smoke-house-3oz-beard-oil.jpg,1,Smoke House Beard Oil - 3oz Bottle,,false,Smoke House Beard Oil - 3oz Bottle,All Natural Man Made Beard Oil with a subtle natural scent,,,,oil-smoke-3oz,,,new,,,,,,
Black Pepper Beard Oil - 3oz bottle,black-pepper-beard-oil-3oz-bottle,"<h3>Description</h3><p>A blend of Black Pepper and Patchouli makes this a unique blend. A very earthy scent.</p>
<p>Beard Oil is a combination of all natural oils that help moisturize your beard, keep it healthy, and give off a great scent. The end result is a softer, healthier, shinier (not greasy), and less wild beard. </p>
<p>This is our large size, 3 fluid ounce.<br></p><hr><h3>Ingredients</h3><p>Texas Beard Company products are made with all natural ingredients.</p>
<p>Base Oil Blend</p>
<ul>

<li>Golden Jojoba Oil

</li><li>Sweet Almond Oil</li><li>Grapeseed Oil</li><li>Avocado Oil</li></ul>
<p>Essential Oil (Scent) Blend</p>
<ul>

<li>Black Pepper</li><li>Patchouli</li></ul>",Texas Beard Company,All Products > Beard Care > Beard Oil & Balm > Beard Oils,Beard Oils,"All Products,Beard Care,Beard Oil & Balm,Beard Oils,Scents,Black Pepper,All Products,Beard Care,Beard Oil & Balm,Singles",true,active,oil-black-pepper-3oz,,Title,Default,,,,,29.99,,,,0.00,true,,shopify,0,deny,13,g,true,manual,/Shared/Images/Product/Black-Pepper-Beard-Oil-3oz-bottle/beard-oil-black-pepper-3oz.jpg,1,Black Pepper Beard Oil - 3oz bottle,,false,Black Pepper Beard Oil - 3oz bottle,All Natural Man Made Beard Oil with a subtle natural scent,,,,oil-black-pepper-3oz,,,new,,,,,,
Beard Trimming Scissors,beard-trimming-scissors,<h3>Description</h3><p>These beard and mustache scissors will help tame even the wildest beards. Use it to trim and shape your facial hair or simply eliminate those unwanted split ends.</p><p>Scissors are perfect for when you want to keep your beard uniform but longer than a beard trimmer can handle.</p>,,All Products > Beard Grooming > Scissors,Scissors,"All Products,Beard Grooming,Scissors",true,active,scissors,,Title,Default,,,,,12.99,,,,0.00,true,,shopify,0,deny,2,g,true,manual,/Shared/Images/Product/Beard-Trimming-Scissors/beard-trimming-scissors.jpg,1,Beard Trimming Scissors,,false,Beard Trimming Scissors,These beard and mustache scissors will help tame even the wildest beards. Use it to trim and shape your facial hair or simply eliminate those unwanted split ends.Scissors are perfect for when you want to keep your beard uniform but longer than a beard trimmer can handle.,,,,scissors,,,new,,,,,,
Texas Beard Company T-Shirt Grey,texas-beard-company-t-shirt-grey,<h3>Description</h3><p>Show us some love with this grey Texas Beard Company T-Shirt.</p><p>What better way to show beard love than wearing our logo!</p><p>These shirts are hand screen printed the old school way in my garage with no machinery. </p><p>Each shirt is unique.</p>,Texas Beard Company,All Products > Merchandise,Merchandise,"All Products,Merchandise",false,draft,tshirt-g,,Title,Default,,,,,12.00,,,,0.00,true,,shopify,0,deny,11,g,true,manual,/Shared/Images/Product/Texas-Beard-Company-T-Shirt-Grey/texas-beard-company-shirt-grey.jpg,1,Texas Beard Company T-Shirt Grey,,false,Texas Beard Company T-Shirt Grey,Show us some love with this grey Texas Beard Company T-Shirt.What better way to show beard love than wearing our logo!These shirts are hand screen printed the old school way in my garage with no machinery. Each shirt is unique.,,,,tshirt-g,,,new,,,,,,
Texas Beard Company T-Shirt Black,texas-beard-company-t-shirt-black,<h3>Description</h3><p>Show us some love with this classic black Texas Beard Company T-Shirt.</p><p>What better way to show beard love than wearing our logo!</p><p>These shirts are hand screen printed the old school way in my garage with no machinery.</p><p>Each shirt is unique.</p>,Texas Beard Company,All Products > Merchandise,Merchandise,"All Products,Merchandise,All Products,Beard Kits and Gifts",true,active,tshirt-bl,,Title,Default,,,,,12.00,,,,0.00,true,,shopify,0,deny,11,g,true,manual,/Shared/Images/Product/Texas-Beard-Company-T-Shirt-Black/texas-beard-company-shirt.jpg,1,Texas Beard Company T-Shirt Black,,false,Texas Beard Company T-Shirt Black,Show us some love with this classic black Texas Beard Company T-Shirt.What better way to show beard love than wearing our logo!These shirts are hand screen printed the old school way in my garage with no machinery.Each shirt is unique.,,,,tshirt-bl,,,new,,,,,,
Texas Beard Company Grease Rag,texas-beard-company-grease-rag,<h3>Description</h3><p>Use this to clean up whatever you want.&nbsp;</p>,Texas Beard Company,All Products > Merchandise,Merchandise,"All Products,Merchandise",true,active,rag,,Title,Default,,,,,3.00,,,,0.00,true,,shopify,0,deny,2,g,true,manual,/Shared/Images/Product/Texas-Beard-Company-Grease-Rag/texas-beard-oil-rag.jpg,1,Texas Beard Company Grease Rag,,false,Texas Beard Company Grease Rag,Use this to clean up whatever you want.&nbsp;,,,,rag,,,new,,,,,,
Beard Brush - Soft,beard-brush-soft,"<h3>Description</h3><p>	This military style Beard Brush is made with a hard wood handle and Natural Boar Bristles.</p><p>	This brush is great for evenly distributing <a href=""/beard-oil"">Texas Beard Co. Beard Oil.</a> The soft bristles won't damage your beard and is suited for shorter beards.</p><p>If you are looking for a firm bristle brush for longer beards, check out our&nbsp;<a href=""/beard-grooming/boar-bristle-beard-brush-firm"">Firm Natural Boar Bristle Beard Brush</a></p><p><strong>NOTE: Beard Oil not included.</strong></p><p><strong>Dimensions: </strong>about<strong>&nbsp;</strong>5"" x 2.5""</p><p>Made by Brush Strokes</p><p><span style=""font-size: 10px;"">*not made in Texas</span></p>",Brush Strokes,All Products > Beard Grooming > Combs and Brushes,Combs and Brushes,"All Products,Beard Grooming,Combs and Brushes",false,draft,beard-brush,,Title,Default,,,,,9.99,,,,0.00,true,,shopify,0,deny,4,g,true,manual,/Shared/Images/Product/Beard-Brush-Soft/beard-brush-soft.jpg,1,Beard Brush - Soft,,false,Beard Brush - Soft,	This military style Beard Brush is made with a hard wood handle and Natural Boar Bristles.	This brush is great for evenly distributing Texas Beard Co. Beard Oil. The soft bristles won't damage your beard and is suited for shorter beards.If you are looking for a firm bristle br,,,,beard-brush,,,new,,,,,,
Beard Balm 4-pack,beard-balm-4-pack,"<h3>Description</h3><p>Save some bucks by buying all 4 of our balms together.</p><p>This 4-pack includes 2oz cans of Clove Citrus, Mint Eucalyptus, Big Thicket, and Tumbleweed balms.</p><p>Texas Beard Company Beard Balm is has similar properties and benefits to our <a href=""https://www.texasbeardcompany.com/beard-oil"">all natural beard oils</a>. It will help keep your hair healthy, strong, and manageable.</p><p>In addition to oils we blend in naturally deodorized Shea Butter, Cocoa Butter, and Coconut oil. We use naturally deodorized butters because you don't want your balm to smell like chocolate!</p><p>Unlike other balms on the market, ours has no wax. This means that our balm will not be as hard as others and also much easier to apply.</p><hr><h3>Ingredients</h3><p>Texas Beard Company products are made with all natural ingredients.</p><p>Base Balm Blend</p><ul>
<li>Cocoa Butter</li><li>Shea Butter</li><li>Coconut Oil</li><li>Golden Jojoba Oil</li><li>Sweet Almond Oil</li><li>Grapeseed Oil</li><li>Avocado Oil</li></ul><p>Essential Oil (Scent) Blend</p><ul>
<li>Clove Citrus<ul><li>Clove Oil</li><li>Tangerine Oil</li><li>Grapefruit Oil</li><li>Orange Oil</li></ul></li><li>Mint Eucalyptus<ul><li>Peppermint Oil</li><li>Eucalyptus Oil</li></ul></li><li>Big Thicket
<ul>
<li>Cedarwood Oil</li><li>Pine Needle Oil</li></ul></li><li>Tumbleweed<ul><li>None.</li></ul></li></ul>",Texas Beard Company,All Products > Beard Care > Beard Oil & Balm > Beard Balms,Beard Balms,"All Products,Beard Care,Beard Oil & Balm,Beard Balms,All Products,Beard Kits and Gifts,All Products,Beard Care,Beard Oil & Balm,Packs and Combos",true,active,balm-4pk,,Title,Default,,,,,59.99,,,,0.00,true,,shopify,0,deny,23,g,true,manual,/Shared/Images/Product/Beard-Balm-4-pack/beard-balm-4-pack.jpg,1,Beard Balm 4-pack,,false,Beard Balm 4-pack,"Save some bucks by buying all 4 of our balms together.This 4-pack includes 2oz cans of Clove Citrus, Mint Eucalyptus, Big Thicket, and Tumbleweed balms.Texas Beard Company Beard Balm is has similar properties and benefits to our all natural beard oi",,,,balm-4pk,,,new,,,,,,
