Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
mint-eucalyptus-beard-balm,Mint Eucalyptus Beard Balm,"<meta charset=""utf-8"">
<p>Texas Beard Company Beard Balm is has similar properties and benefits to our <a href=""https://www.texasbeardcompany.com/beard-oil"">all natural beard oils</a>. It will help keep your hair healthy, strong, and manageable.</p>
<p>In addition to oils we blend in naturally deodorized Shea Butter, Cocoa Butter, and Coconut oil. We use naturally deodorized butters because you don't want your balm to smell like chocolate!</p>
<p>Unlike other balms on the market, ours has no wax. This means that our balm will not be as hard as others and also much easier to apply.</p>
<p>Comes in a 2oz tin.</p>
<p><strong>Ingredients</strong></p>
<meta charset=""utf-8"">
<p>Texas Beard Company products are made with all natural ingredients.</p>
<p>Base Balm Blend</p>
<ul>
<li>Cocoa Butter</li>
<li>Shea Butter</li>
<li>Coconut Oil</li>
<li>Golden Jojoba Oil</li>
<li>Sweet Almond Oil</li>
<li>Grapeseed Oil</li>
<li>Avocado Oil</li>
</ul>
<p>Essential Oil (Scent) Blend</p>
<ul>
<li>Peppermint Oil</li>
<li>Eucalyptus Oil</li>
</ul>",Texas Beard Company,,Beard Balm,"$16.00 - $19.99, black label, eucalyptus, mint",true,Title,Default Title,,,,,,,,balm-pep,94.982242278,,-275,deny,manual,19.99,,true,true,'791154095881,https://cdn.shopify.com/s/files/1/2781/6484/products/beard-balm-mint-eucalyptus.jpg?v=1548470716,1,"",false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
clove-citrus-beard-balm,Clove Citrus Beard Balm,"<meta charset=""utf-8"">
<p>Texas Beard Company Beard Balm is has similar properties and benefits to our<span> </span><a href=""https://www.texasbeardcompany.com/beard-oil"">all natural beard oils</a>. It will help keep your hair healthy, strong, and manageable.</p>
<p>In addition to oils we blend in naturally deodorized Shea Butter, Cocoa Butter, and Coconut oil. We use naturally deodorized butters because you don't want your balm to smell like chocolate!</p>
<p>Unlike other balms on the market, ours has no wax. This means that our balm will not be as hard as others and also much easier to apply.</p>
<p>Comes in a 2oz tin.</p>
<p><strong>Ingredients</strong></p>
<meta charset=""utf-8"">
<p>Texas Beard Company products are made with all natural ingredients.</p>
<p>Base Balm Blend</p>
<ul>
<li>Cocoa Butter</li>
<li>Shea Butter</li>
<li>Coconut Oil</li>
<li>Golden Jojoba Oil</li>
<li>Sweet Almond Oil</li>
<li>Grapeseed Oil</li>
<li>Avocado Oil</li>
</ul>
<p>Essential Oil (Scent) Blend</p>
<ul>
<li>Clove Oil</li>
<li>Orange Oil</li>
<li>Tangerine Oil</li>
<li>Grapefruit Oil</li>
</ul>",Texas Beard Company,,Beard Balm,"$16.00 - $19.99, black label, citrus, clove, orange",true,Title,Default Title,,,,,,,,balm-cz,94.982242278,,-58,deny,manual,19.99,,true,true,'791154095973,https://cdn.shopify.com/s/files/1/2781/6484/products/beard-balm-clove-citrus.jpg?v=1548470614,1,"",false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
tumbleweed-beard-balm,Tumbleweed Beard Balm,"<meta charset=""utf-8"">
<p>Tumbleweed Beard Balm is for the beardsman that loves a nose full of the natural.  Tumbleweed is only made with our base ingredients and has no added essential (scent) oils. This is a great choice if you wear cologne and don't want conflicting scents.</p>
<p>Texas Beard Company Beard Balm has similar properties and benefits to our<span> </span><a href=""https://www.texasbeardcompany.com/beard-oil"">all natural beard oils</a>. It will help keep your hair healthy, strong, and manageable.</p>
<p>In addition to oils, we blend in naturally deodorized Shea Butter, Cocoa Butter, and Coconut oil. We use naturally deodorized butters because you don't want your balm to smell like chocolate!</p>
<p>Unlike other balms on the market, ours has no wax. This means that our balm will not be as hard as others and also much easier to apply.</p>
<p>Comes in a 2oz tin.</p>
<p><strong>Ingredients</strong></p>
<meta charset=""utf-8"">
<p>Texas Beard Company products are made with all natural ingredients.</p>
<p>Base Balm Blend</p>
<ul>
<li>Cocoa Butter</li>
<li>Shea Butter</li>
<li>Coconut Oil</li>
<li>Golden Jojoba Oil</li>
<li>Sweet Almond Oil</li>
<li>Grapeseed Oil</li>
<li>Avocado Oil</li>
</ul>
<p>Essential Oil (Scent) Blend</p>
<ul>
<li>none</li>
</ul>",Texas Beard Company,,Beard Balm,"$16.00 - $19.99, black label, no scent",true,Title,Default Title,,,,,,,,balm-tw,94.982242278,,-171,deny,manual,19.99,,true,true,'791154095591,https://cdn.shopify.com/s/files/1/2781/6484/products/beard-balm-tumbleweed.jpg?v=1548470874,1,"",false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
tumbleweed-beard-oil-3oz-bottle,Tumbleweed Beard Oil - 3oz Bottle,"<meta charset=""utf-8"">
<p>Tumbleweed Beard Oil is our unscented variety. If you don't care for added scents or if you wear a cologne this will fit your bill. Has all of the moisturizing, health-adding benefits as our other blends. There is a<span> </span><em>slight</em><span> </span>earthy aroma that comes from the natural oils if you have a dog-like sense of smell.</p>
<p>This is our original size, 1 fluid ounce. This is enough oil to last most beards 3-4 months with daily use.</p>
<meta charset=""utf-8"">
<div class=""row"">
<div class=""col-sm-6 product-right-side"">
<div class=""tab-content"" itemprop=""description"">
<div class=""tab-pane pad-15 active"" id=""desc2"">
<div class=""ac-content-edit-product"" id=""ac-edit-tabs-2"">
<p>Texas Beard Company products are made with all natural ingredients.</p>
<p><strong>Base Oil Blend</strong></p>
<p>Golden Jojoba Oil, Sweet Almond Oil, Grapeseed Oil, Avocado Oil</p>
<p><strong>Essential Oil (Scent) Blend</strong></p>
<p>none</p>
</div>
</div>
</div>
</div>
<div class=""col-sm-12""></div>
</div>",Texas Beard Company,,Beard Oil,"$20.00 - $29.99, 3 oz, black label, oil",true,Title,Default Title,,,,,,,,oil-tw-3oz,201.39501228,,1,deny,manual,29.99,,true,true,'791154095577,https://cdn.shopify.com/s/files/1/2781/6484/products/beard-oil-tumbleweed-3oz.jpg?v=1548470912,1,"",false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
mint-eucalyptus-beard-oil-3oz,Mint Eucalyptus Beard Oil - 3oz,"<meta charset=""utf-8"">
<p>Mint Eucalyptus Beard Oil is a refreshing blend that really opens up your sinuses. Imagine going all day without cleaning out the toothpaste from your beard. That's Mint Eucalyptus.</p>
<p>This is our original size, 1 fluid ounce. This is enough oil to last most beards 3-4 months with daily use.</p>
<meta charset=""utf-8"">
<div class=""row"">
<div class=""col-sm-6 product-right-side"">
<div class=""tab-content"" itemprop=""description"">
<div class=""tab-pane pad-15 active"" id=""desc2"">
<div class=""ac-content-edit-product"" id=""ac-edit-tabs-2"">
<p>Texas Beard Company products are made with all natural ingredients.</p>
<p><strong>Base Oil Blend</strong></p>
<p>Golden Jojoba Oil, Sweet Almond Oil, Grapeseed Oil, Avocado Oil</p>
<p><strong>Essential Oil (Scent) Blend</strong></p>
<p>Peppermint Oil, Eucalyptus Oil</p>
</div>
</div>
</div>
</div>
<div class=""col-sm-12""></div>
</div>
<div class=""row"">
<div class=""col-sm-12"">
<div id=""ctl28_dvControl"" class=""Control ProductReviewsListing Control_5028"">
<div class=""center reviews-title"" id=""reviews""></div>
</div>
</div>
</div>",Texas Beard Company,,Beard Oil,"$20.00 - $29.99, 3 oz, black label, eucalyptus, mint, oil",true,Title,Default Title,,,,,,,,oil-pep-3oz,199.988875933,,-3,deny,manual,29.99,,true,true,'791154095867,https://cdn.shopify.com/s/files/1/2781/6484/products/beard-oil-mint-eucalyptus-3oz.jpg?v=1548470765,1,"",false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
clove-citrus-beard-oil-3oz,Clove Citrus Beard Oil - 3oz,"<meta charset=""utf-8"">
<p>Make your beard magestic! Texas Beard Company<span> </span><strong>Beard Oil</strong><span> </span>is a carefully hand-mixed blend of<span> </span><strong>All Natural</strong><span> </span>oils mixed with a subtle amount of essential oils to make your beard smell as good as it looks.</p>
<p>Extensive testing on bearded Texas men NOT animals (although they have been called worse) has resulted in the perfect blend of scents.</p>
<p>The Clove Citrus blend features classic Clove scent mixed with Orange, Tangerine, and Grapefruit essential oils.</p>
<p>So step up your facial hair game and turn that scraggle and scruff into something great.</p>
<meta charset=""utf-8"">
<p>Texas Beard Company products are made with all natural ingredients.</p>
<p><strong>Base Oil Blend</strong></p>
<ul>
<li>Golden Jojoba Oil, Sweet Almond Oil, Grapeseed Oil, Avocado Oil</li>
</ul>
<p>Essential Oil (Scent) Blend</p>
<ul>
<li>Clove, Orange, Tangerine, Grapefruit</li>
</ul>",Texas Beard Company,,Beard Oil,"$20.00 - $29.99, 3 oz, black label, citrus, clove, orange",true,Title,Default Title,,,,,,,,oil-cz-3oz,199.988875933,,-199,deny,manual,29.99,,true,true,'791154095959,https://cdn.shopify.com/s/files/1/2781/6484/products/beard-oil-clove-citrus-3oz.jpg?v=1548470650,1,"",false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
big-thicket-beard-oil-3oz,Big Thicket Beard Oil - 3oz,"<p>This Big Thicket Beard Oil from Texas Beard Company will have your beard tamed and smelling like you just came home from a day of choppin wood.</p>
<p>Big Thicket is scented with a subtle blend of Cedarwood and Pine Needle essential oils to smell just like the famous Texas forest.</p>
<meta charset=""utf-8"">
<blockquote>
<p><span>Texas Beard Company's Big Thicket Beard Oil, with its Cedarwood &amp; Pine Needles scent makes me feel like I'm back adventuring in the deep Texas woods.</span><cite><em>Chris Brown / Publisher Refueled Magazine</em></cite></p>
</blockquote>
<meta charset=""utf-8"">
<p>Texas Beard Company products are made with all natural ingredients.</p>
<p>Base Oil Blend</p>
<ul>
<li>Golden Jojoba Oil, Sweet Almond Oil, Grapeseed Oil, Avocado Oil</li>
</ul>
<p>Essential Oil (Scent) Blend</p>
<ul>
<li>Cedarwood, Pine Needle</li>
</ul>
<br><br>",Texas Beard Company,,Beard Oil,"$20.00 - $29.99, 3 oz, big thicket, black label, cedar, oil",true,Title,Default Title,,,,,,,,oil-bt-3oz,199.988875933,,-101,deny,manual,29.99,,true,true,'791154095997,https://cdn.shopify.com/s/files/1/2781/6484/products/beard-oil-big-thicket-3oz.jpg?v=1548470592,1,"",false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
beard-oil-trial-size-4-pack,Beard Oil Trial Size 4-pack,"<meta charset=""utf-8"">
<p>Can't decide on which scent you want? You can <strong>sample</strong> them. Try 'em all with our Trial sized 4 pack.</p>
<p>This pack comes with a 4dram (about 1/4 fl. oz.) bottle (with dropper) of 4 scents.</p>
<ul>
<li>Clove Citrus</li>
<li>Big Thicket</li>
<li>Mint Eucalyptus</li>
<li>Night Cap</li>
</ul>
<p>Oil Ingredients:</p>
<ul>
<li>Golden Jojoba Oil</li>
<li>Avocado Oil</li>
<li>Sweet Almond Oil</li>
<li>Grapeseed Oil</li>
<li>Vitamin E Oil (tocopherol)</li>
<li>Essential Oil Blend</li>
</ul>
<meta charset=""utf-8"">
<p>Base Beard Oil:</p>
<ul>
<li>Golden Jojoba Oil</li>
<li>Avocado Oil</li>
<li>Sweet Almond Oil</li>
<li>Grapeseed Oil</li>
<li>Vitamin E Oil (tocopherol)</li>
<li>Essential Oil Blend</li>
</ul>
<p><strong>Essential Oils:</strong></p>
<ul>
<li>
<span>Clove Citrus</span>
<ul>
<li>Clove</li>
<li>Sweet Orange</li>
<li>Tangerine</li>
<li>Grapefruit</li>
</ul>
</li>
<li>Mint Eucalyptus
<ul>
<li>Peppermint</li>
<li>Eucalyptus</li>
</ul>
</li>
<li>Big Thicket
<ul>
<li>Cedarwood</li>
<li>Pine Needle</li>
</ul>
</li>
<li>Night Cap
<ul>
<li>Lavender</li>
<li>Lime</li>
<li>Bergamot</li>
</ul>
</li>
</ul>",Texas Beard Company,,Beard Oil,"$10.00 - $15.99, big thicket, cedar, oil, pine",true,Title,Default Title,,,,,,,,trial-pack,112.989859367,,-576,deny,manual,15.99,,true,true,'791154096048,https://cdn.shopify.com/s/files/1/2781/6484/products/beard-oil-trial-pack.jpg?v=1548470528,1,"",false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
mint-eucalyptus-beard-oil,Mint Eucalyptus Beard Oil,"<p>Mint Eucalyptus Beard Oil is a refreshing blend that really opens up your sinuses. Imagine going all day without cleaning out the toothpaste from your beard. That's Mint Eucalyptus.</p>
<p>This is our original size, 1 fluid ounce. This is enough oil to last most beards 3-4 months with daily use.</p>
<p>Texas Beard Company products are made with all natural ingredients.</p>
<p>Base Oil Blend</p>
<ul>
<li>Golden Jojoba Oil</li>
<li>Sweet Almond Oil</li>
<li>Grapeseed Oil</li>
<li>Avocado Oil</li>
</ul>
<p>Essential Oil (Scent) Blend</p>
<ul>
<li>Peppermint Oil</li>
<li>Eucalyptus Oil</li>
</ul>",Texas Beard Company,,Beard Oil,"$10.00 - $15.99, 1 oz, black label, oil",true,Title,Default Title,,,,,,,,"",100.017117585,,-451,deny,manual,15.99,,true,true,"",https://cdn.shopify.com/s/files/1/2781/6484/products/beard-oil-mint-eucalyptus-dropper.jpg?v=1679588571,1,"",false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
tumbleweed-beard-oil,Tumbleweed Beard Oil,"<meta charset=""utf-8"">
<p>Tumbleweed Beard Oil is our unscented variety. If you don't care for added scents or if you wear a cologne this will fit your bill. Has all of the moisturizing, health-adding benefits as our other blends. There is a<span> </span><em>slight</em><span> </span>earthy aroma that comes from the natural oils if you have a dog-like sense of smell.</p>
<p>This is our original size, 1 fluid ounce. This is enough oil to last most beards 3-4 months with daily use.</p>
<h3>Ingredients</h3>
<meta charset=""utf-8"">
<div class=""row"">
<div class=""col-sm-6 product-right-side"">
<div class=""tab-content"" itemprop=""description"">
<div class=""tab-pane pad-15 active"" id=""desc2"">
<div class=""ac-content-edit-product"" id=""ac-edit-tabs-2"">
<p>Texas Beard Company products are made with all natural ingredients.</p>
<p>Base Oil Blend</p>
<ul>
<li>Golden Jojoba Oil</li>
<li>Sweet Almond Oil</li>
<li>Grapeseed Oil</li>
<li>Avocado Oil</li>
</ul>
<p>Essential Oil (Scent) Blend</p>
<ul>
<li>none</li>
</ul>
</div>
</div>
</div>
</div>
<div class=""col-sm-12""></div>
</div>",Texas Beard Company,,Beard Oil,"$10.00 - $15.99, 1 oz, black label, oil",true,Title,Default Title,,,,,,,,oil-tw,100.017117585,,-1,deny,manual,15.99,,true,true,'791154095577,https://cdn.shopify.com/s/files/1/2781/6484/products/beard-oil-tumbleweed-dropper.jpg?v=1679682767,1,"",false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
green-belt-beard-oil,Green Belt Beard Oil,"<meta charset=""utf-8"">
<p>With essences of Tea Tree, Lime, and Basil, this Green Belt Beard Oil with its wild/soothing/natural scent will make you think you're walking through the trails of Austin's Green Belt.</p>
<p>Extensive testing on bearded Texas men NOT animals (although they have been called worse) has resulted in the perfect blend of scents.</p>
<p>So step up your facial hair game and turn that scraggle and scruff into something great.</p>
<p>This is our original size, 1 fluid ounce. This is enough oil to last most beards 3-4 months with daily use.</p>
<h3>Ingredients</h3>
<meta charset=""utf-8"">
<div class=""row"">
<div class=""col-sm-6 product-right-side"">
<div class=""tab-content"" itemprop=""description"">
<div class=""tab-pane pad-15 active"" id=""desc2"">
<div class=""ac-content-edit-product"" id=""ac-edit-tabs-2"">
<p>Texas Beard Company products are made with all natural ingredients.</p>
<p>Base Oil Blend</p>
<ul>
<li>Golden Jojoba Oil</li>
<li>Sweet Almond Oil</li>
<li>Grapeseed Oil</li>
<li>Avocado Oil</li>
</ul>
<p>Essential Oil (Scent) Blend</p>
<ul>
<li>Tea Trea Oil</li>
<li>Lime Oil</li>
<li>Basil Oil</li>
</ul>
</div>
</div>
</div>
</div>
<div class=""col-sm-12""></div>
</div>",Texas Beard Company,,Beard Oil,"$10.00 - $15.99, 1 oz, black label, oil",true,Title,Default Title,,,,,,,,"",100.017117585,,-16,deny,manual,15.99,,true,true,"",https://cdn.shopify.com/s/files/1/2781/6484/products/beard-oil-greenbelt.jpg?v=1548470696,1,"",false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
pecan-coffee-beard-oil,Pecan Coffee Beard Oil,"<meta charset=""utf-8"">
<p>We use our Signature Beard Oil Formula and infuse with Texas Pecan Roasted Coffee beans. Each bottle has a few beans in it after the infusion process to keep the scent alive.</p>
<p>Extensive testing on bearded Texas men NOT animals (although they have been called worse) has resulted in the perfect blend of scents.</p>
<p>So step up your facial hair game and turn that scraggle and scruff into something great.</p>
<p>This is our original size, 1 fluid ounce. This is enough oil to last most beards 3-4 months with daily use.</p>
<h3><strong>Ingredients</strong></h3>
<meta charset=""utf-8"">
<p>Texas Beard Company products are made with all natural ingredients.</p>
<p>Base Oil Blend</p>
<ul>
<li>Golden Jojoba Oil</li>
<li>Sweet Almond Oil</li>
<li>Grapeseed Oil</li>
<li>Avocado Oil</li>
</ul>
<p>Essential Oil (Scent) Blend</p>
<ul>
<li>Roasted Coffee</li>
<li>Texas Pecan</li>
</ul>",Texas Beard Company,,Beard Oil,"$16.00 - $19.99, 1 oz, coffee, gold label, oil",true,Title,Default Title,,,,,,,,"",100.017117585,,-110,deny,manual,19.99,,true,true,"",https://cdn.shopify.com/s/files/1/2781/6484/products/coffee-beard-oil.jpg?v=1548470850,1,"",false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
clove-citrus-beard-oil,Clove Citrus Beard Oil,"<meta charset=""utf-8"">
<p>Make your beard magestic! Texas Beard Company<span> </span><strong>Beard Oil</strong><span> </span>is a carefully hand-mixed blend of<span> </span><strong>All Natural</strong><span> </span>oils mixed with a subtle amount of essential oils to make your beard smell as good as it looks.</p>
<p>Extensive testing on bearded Texas men NOT animals (although they have been called worse) has resulted in the perfect blend of scents.</p>
<p>The Clove Citrus blend features classic Clove scent mixed with Orange, Tangerine, and Grapefruit essential oils.</p>
<p>So step up your facial hair game and turn that scraggle and scruff into something great.</p>
<p>This is our original size, 1 fluid ounce. This is enough oil to last most beards 3-4 months with daily use.</p>",Texas Beard Company,,Beard Oil,"$10.00 - $15.99, 1 oz, black label, oil",true,Title,Default Title,,,,,,,,"",100.017117585,,-165,deny,manual,15.99,,true,true,"",https://cdn.shopify.com/s/files/1/2781/6484/products/beard-oil-clove-citrus.jpg?v=1548470632,1,"",false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
natural-beard-oils-big-thicket-beard-oil,Big Thicket Beard Oil,"<meta charset=""utf-8"">
<p><strong>1 fl oz / 30 ml (3 month supply)</strong> </p>
<p>This Big Thicket Beard Oil from Texas Beard Company will have your beard tamed and smelling like you just came home from a day of choppin wood.</p>
<p>Big Thicket is scented with a subtle blend of Cedarwood and Pine Needle essential oils to smell just like the famous Texas forest.</p>
<p>This is our original size, 1 fluid ounce. This is enough oil to last most beards 3-4 months with daily use.</p>
<blockquote>
<blockquote>Texas Beard Company's Big Thicket Beard Oil, with its Cedarwood &amp; Pine Needles scent makes me feel like I'm back adventuring in the deep Texas woods.<br><cite><em>Chris Brown / Publisher Refueled Magazine</em></cite>
</blockquote>
</blockquote>
<p>Texas Beard Company products are made with all natural ingredients.</p>
<p>Base Oil Blend</p>
<ul>
<li>Golden Jojoba Oil</li>
<li>Sweet Almond Oil</li>
<li>Grapeseed Oil</li>
<li>Avocado Oil</li>
</ul>
<p>Essential Oil (Scent) Blend</p>
<ul>
<li>Cedarwood</li>
<li>Pine Needle</li>
</ul>",Texas Beard Company,,Beard Oil,"$10.00 - $15.99, 1 oz, big thicket, black label, cedar, oil, pine",true,Title,Default Title,,,,,,,,oil-bt,100.017117585,,-131,deny,manual,15.99,,true,true,'791154096000,https://cdn.shopify.com/s/files/1/2781/6484/products/beard-oil-big-thicket-dropper.jpg?v=1678984374,1,"",false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
